qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
2023,216,75,20,15,17,01:44.1,,
2024,216,82,15,17,18,01:44.6,,
2025,216,63,25,18,19,01:45.4,,
2026,216,50,25,19,20,01:45.8,,
2027,216,58,18,21,21,01:45.9,,
2028,216,79,18,20,22,01:46.5,,
2029,224,35,3,6,1,01:32.4,,
2030,224,71,3,5,2,01:32.5,,
2031,224,56,6,2,3,01:32.9,,
2032,224,30,6,1,4,01:33.1,,
2033,224,57,1,7,5,01:34.1,,
2034,224,55,22,3,6,01:34.3,,
2035,224,77,22,4,7,01:34.3,,
2036,224,22,17,11,8,01:34.5,,
2037,224,49,15,15,9,01:34.5,,
2038,224,63,25,19,10,01:34.8,,
2039,224,44,27,9,11,01:35.3,,
2040,224,50,29,17,12,01:35.3,,
2041,224,14,1,8,13,01:35.4,,
2042,224,65,15,14,14,01:35.5,,
2043,224,79,25,18,15,01:35.7,,
2044,224,21,18,21,16,01:35.9,,
2045,224,83,18,20,17,01:36.1,,
2046,224,73,29,16,18,01:36.2,,
2047,224,84,17,12,19,01:36.3,,
2048,224,64,27,10,20,01:36.3,,
2049,225,71,3,5,1,01:18.1,,
2050,225,22,17,11,2,01:19.1,,
2051,225,35,3,6,3,01:19.3,,
2052,225,30,6,1,4,01:19.5,,
2053,225,55,22,3,5,01:19.5,,
2054,225,84,17,12,6,01:19.5,,
2055,225,57,1,7,7,01:19.6,,
2056,225,77,22,4,8,01:19.8,,
2057,225,49,15,15,9,01:19.8,,
2058,225,56,6,2,10,01:20.0,,
2059,225,63,25,19,11,01:20.0,,
2060,225,65,15,14,12,01:20.1,,
2061,225,50,29,17,13,01:20.2,,
2062,225,14,1,8,14,01:20.2,,
2063,225,44,27,9,15,01:20.4,,
2064,225,79,25,18,16,01:20.4,,
2065,225,73,29,16,17,01:20.4,,
2066,225,83,18,20,18,01:21.5,,
2067,225,69,28,22,19,01:23.2,,
2068,225,85,28,23,20,01:23.5,,
2069,225,58,18,21,21,,,
2070,225,64,27,10,22,,,
2071,226,71,3,5,1,01:30.3,,
2072,226,30,6,1,2,01:30.6,,
2073,226,35,3,6,3,01:30.9,,
2074,226,55,22,3,4,01:31.0,,
2075,226,77,22,4,5,01:31.3,,
2076,226,22,17,11,6,01:31.4,,
2077,226,50,29,17,7,01:31.6,,
2078,226,57,1,7,8,01:31.8,,
2079,226,14,1,8,9,01:32.0,,
2080,226,56,6,2,10,01:32.1,,
2081,226,49,15,15,11,01:32.1,,
2082,226,44,27,9,12,01:32.2,,
2083,226,79,25,18,13,01:32.4,,
2084,226,58,18,21,14,01:32.5,,
2085,226,84,17,12,15,01:32.7,,
2086,226,63,25,19,16,01:32.9,,
2087,226,65,15,14,17,01:33.3,,
2088,226,64,27,10,18,01:33.4,,
2089,226,83,18,20,19,01:33.7,,
2090,226,73,29,16,20,01:33.8,,
2091,226,69,28,22,21,01:34.8,,
2092,226,85,28,23,22,01:35.7,,
2093,227,71,3,5,1,01:18.9,,
2094,227,35,3,6,2,01:19.7,,
2095,227,30,6,1,3,01:20.1,,
2096,227,55,22,3,4,01:20.7,,
2097,227,22,17,11,5,01:20.8,,
2098,227,14,1,8,6,01:20.9,,
2099,227,56,6,2,7,01:20.9,,
2100,227,77,22,4,8,01:21.1,,
2101,227,57,1,7,9,01:21.1,,
2102,227,49,15,15,10,01:21.1,,
2103,227,84,17,12,11,01:21.2,,
2104,227,65,15,14,12,01:21.2,,
2105,227,50,29,17,13,01:21.4,,
2106,227,63,25,19,14,01:21.5,,
2107,227,44,27,9,15,01:21.5,,
2108,227,79,25,18,16,01:21.8,,
2109,227,64,27,10,17,01:22.7,,
2110,227,21,18,21,18,01:22.9,,
2111,227,83,18,20,19,01:23.1,,
2112,227,73,29,16,20,01:23.6,,
2113,228,30,6,1,1,01:26.9,,
2114,228,71,3,5,2,01:27.1,,
2115,228,35,3,6,3,01:27.2,,
2116,228,14,1,8,4,01:27.7,,
2117,228,55,22,3,5,01:28.0,,
2118,228,56,6,2,6,01:28.2,,
2119,228,77,22,4,7,01:28.3,,
2120,228,63,25,19,8,01:28.4,,
2121,228,22,17,11,9,01:28.6,,
2122,228,49,15,15,10,01:28.8,,
2123,228,57,1,7,11,01:29.1,,
2125,228,44,27,9,12,01:29.5,,
2126,228,50,29,17,13,01:29.5,,
2127,228,65,15,14,14,01:29.5,,
2128,228,79,25,18,15,01:29.9,,
2129,228,64,27,10,16,01:30.0,,
2130,228,83,18,20,17,01:30.5,,
2131,228,21,18,21,18,01:30.8,,
2132,228,73,29,16,19,01:31.3,,
2133,228,69,28,22,20,01:32.0,,
2134,229,30,6,1,1,01:20.4,,
2135,229,71,3,5,2,01:20.9,,
2136,229,55,22,3,3,01:20.9,,
2137,229,77,22,4,4,01:21.1,,
2138,229,14,1,8,5,01:21.5,,
2139,229,22,17,11,6,01:21.5,,
2140,229,56,6,2,7,01:21.5,,
2141,229,57,1,7,8,01:21.7,,
2142,229,49,15,15,9,01:21.9,,
2143,229,35,3,6,10,01:22.0,,
2144,229,63,25,19,11,01:22.2,,
2145,229,50,29,17,12,01:22.3,,
2146,229,65,15,14,13,01:22.3,,
2147,229,44,27,9,14,01:22.4,,
2148,229,79,25,18,15,01:22.5,,
2149,229,84,17,12,16,01:22.5,,
2150,229,64,27,10,17,01:22.7,,
2151,229,21,18,21,18,01:22.7,,
2152,229,83,18,20,19,01:23.4,,
2153,229,73,29,16,20,01:25.0,,
2154,229,69,28,22,21,01:25.1,,
2155,229,85,28,23,22,01:25.4,,
2156,230,71,3,5,1,01:20.7,,
2157,230,35,3,6,2,01:21.1,,
2158,230,30,6,1,3,01:21.6,,
2159,230,55,22,3,4,01:22.1,,
2160,230,77,22,4,5,01:22.1,,
2161,230,56,6,2,6,01:22.3,,
2162,230,22,17,11,7,01:22.4,,
2163,230,44,27,9,8,01:22.7,,
2164,230,65,15,14,9,01:23.0,,
2165,230,57,1,7,10,01:23.1,,
2166,230,49,15,15,11,01:23.2,,
2167,230,63,25,19,12,01:23.2,,
2168,230,50,29,17,13,01:23.4,,
2169,230,14,1,8,14,01:23.4,,
2170,230,84,17,12,15,01:23.4,,
2171,230,79,25,18,16,01:24.4,,
2172,230,64,27,10,17,01:24.5,,
2173,230,83,18,20,18,01:25.3,,
2174,230,21,18,21,19,01:25.5,,
2175,230,73,29,16,20,01:25.6,,
2176,240,71,3,5,1,01:20.1,,
2177,240,30,22,1,2,01:20.4,,
2178,240,14,3,6,3,01:20.4,,
2179,240,65,22,2,4,01:20.9,,
2180,240,77,6,28,5,01:20.9,,
2181,240,55,6,27,6,01:21.0,,
2182,240,57,1,8,7,01:21.4,,
2183,240,56,17,15,8,01:21.7,,
2184,240,87,1,7,9,01:21.8,,
2185,240,44,27,26,10,01:21.9,,
2186,240,79,25,3,11,01:22.3,,
2187,240,63,25,4,12,01:22.4,,
2188,240,81,29,9,13,01:22.5,,
2189,240,49,15,30,14,01:22.9,,
2190,240,88,27,25,15,01:23.0,,
2191,240,22,17,14,16,01:23.0,,
2192,240,94,18,23,17,01:24.4,,
2193,240,69,18,24,18,01:24.4,,
2194,240,91,15,29,19,01:24.7,,
2195,240,92,30,16,20,01:25.1,,
2196,240,89,29,10,21,01:25.2,,
2197,240,85,30,17,22,01:25.9,,
2198,240,90,28,22,23,01:26.3,,
2199,240,50,31,12,24,01:27.3,,
2200,240,64,28,21,25,01:27.8,,
2201,240,93,31,11,26,01:28.1,,
2202,241,14,3,6,1,01:53.2,,
2203,241,71,3,5,2,01:54.1,,
2204,241,30,22,1,3,01:54.3,,
2205,241,56,17,15,4,01:54.4,,
2206,241,57,1,8,5,01:54.5,,
2207,241,55,6,27,6,01:54.6,,
2208,241,63,25,4,7,01:54.8,,
2209,241,77,6,28,8,01:55.3,,
2210,241,49,15,30,9,01:55.6,,
2211,241,22,17,14,10,01:56.1,,
2212,241,65,22,6,11,01:57.1,,
2213,241,81,29,9,12,01:57.1,,
2214,241,69,18,24,13,01:57.2,,
2215,241,50,31,12,14,01:57.2,,
2216,241,79,25,3,15,01:57.5,,
2217,241,94,18,23,16,01:58.1,,
2218,241,87,1,7,17,01:58.7,,
2219,241,44,27,26,18,01:58.8,,
2220,241,88,27,25,19,01:58.9,,
2221,241,93,31,11,20,01:59.5,,
2222,241,91,15,29,21,02:00.8,,
2223,241,85,30,17,22,02:01.8,,
2224,241,92,30,16,23,02:04.1,,
2225,241,90,28,22,24,02:04.5,,
2226,241,64,28,21,25,02:05.9,,
2227,241,89,29,10,26,02:07.3,,
2228,242,30,22,1,1,01:27.3,,
2229,242,77,6,28,2,01:27.3,,
2230,242,14,3,6,3,01:27.5,,
2231,242,71,3,5,4,01:27.5,,
2232,242,55,6,27,5,01:27.8,,
2233,242,57,1,8,6,01:28.3,,
2234,242,56,17,15,7,01:28.5,,
2235,242,65,22,6,8,01:29.4,,
2236,242,95,1,7,9,01:29.5,,
2237,242,22,17,14,10,01:29.6,,
2238,242,81,29,9,11,01:29.6,,
2239,242,44,27,26,12,01:30.8,,
2240,242,63,25,4,13,01:31.0,,
2241,242,49,15,30,14,01:31.4,,
2242,242,79,25,3,15,01:31.6,,
2243,242,88,27,25,16,01:31.9,,
2244,242,50,31,12,17,01:32.2,,
2245,242,94,18,23,18,01:32.4,,
2246,242,89,29,10,19,01:32.7,,
2247,242,69,18,24,20,01:33.1,,
2248,242,91,15,29,21,01:33.5,,
2249,242,92,30,16,22,01:33.9,,
2250,242,93,31,11,23,01:34.0,,
2251,242,85,30,17,24,01:35.2,,
2252,242,90,28,22,25,01:36.1,,
2253,242,64,28,21,26,01:36.6,,
2254,243,30,22,1,1,01:21.5,,
2255,243,55,6,27,2,01:22.1,,
2256,243,77,6,28,3,01:22.1,,
2257,243,14,3,6,4,01:22.3,,
2258,243,71,3,5,5,01:22.3,,
2259,243,56,17,15,6,01:23.4,,
2260,243,65,22,2,7,01:23.5,,
2261,243,22,17,14,8,01:23.7,,
2262,243,57,1,8,9,01:23.8,,
2263,243,95,1,7,10,01:23.9,,
2264,243,84,27,25,11,01:24.7,,
2265,243,49,15,30,12,01:24.8,,
2266,243,63,25,4,13,01:25.0,,
2267,243,81,29,9,14,01:25.1,,
2268,243,44,27,26,15,01:25.2,,
2269,243,50,31,12,16,01:25.8,,
2270,243,79,25,3,17,01:25.9,,
2271,243,89,29,10,18,01:26.1,,
2272,243,94,18,23,19,01:26.6,,
2273,243,91,15,29,20,01:27.0,,
2274,243,69,18,24,21,01:27.3,,
2275,243,93,31,11,22,01:27.6,,
2276,243,85,30,17,23,01:28.1,,
2277,243,92,30,16,24,01:28.6,,
2278,243,90,28,22,25,01:29.0,,
2279,243,64,28,21,26,01:29.5,,
2280,244,71,3,5,1,01:22.0,,
2281,244,30,22,1,2,01:22.7,,
2282,244,14,3,6,3,01:23.1,,
2283,244,77,6,28,4,01:23.2,,
2284,244,55,6,27,5,01:23.8,,
2285,244,57,1,8,6,01:23.9,,
2286,244,65,22,2,7,01:23.9,,
2287,244,84,27,26,8,01:24.4,,
2288,244,56,17,15,9,01:24.9,,
2289,244,87,1,7,10,01:24.9,,
2290,244,22,17,14,11,01:25.1,,
2291,244,44,27,26,12,01:25.1,,
2292,244,81,29,9,13,01:25.4,,
2293,244,49,15,30,14,01:25.7,,
2294,244,79,25,3,15,01:25.8,,
2295,244,69,18,24,16,01:26.0,,
2296,244,63,25,4,17,01:26.5,,
2297,244,94,18,23,18,01:26.9,,
2298,244,96,15,29,19,01:27.1,,
2299,244,93,31,11,20,01:28.3,,
2300,244,92,30,16,21,01:29.0,,
2301,244,64,28,21,22,01:29.2,,
2302,244,50,31,12,23,01:29.4,,
2303,244,90,28,22,24,01:29.6,,
2304,244,85,30,17,25,01:30.1,,
2305,244,89,29,10,26,01:31.5,,
2306,245,30,22,1,1,01:27.7,,
2307,245,71,3,5,2,01:28.0,,
2308,245,14,3,6,3,01:28.1,,
2309,245,77,6,28,4,01:28.2,,
2310,245,55,6,27,5,01:28.5,,
2311,245,65,22,2,6,01:28.5,,
2312,245,57,1,8,7,01:28.9,,
2313,245,56,17,15,8,01:29.0,,
2314,245,22,17,14,9,01:29.2,,
2315,245,87,1,7,10,01:29.6,,
2316,245,44,27,26,11,01:29.8,,
2317,245,49,15,30,12,01:30.0,,
2318,245,81,29,9,13,01:30.2,,
2319,245,84,27,25,14,01:30.3,,
2320,245,63,25,4,15,01:30.7,,
2321,245,79,25,3,16,01:31.4,,
2322,245,94,18,23,17,01:31.4,,
2323,245,96,15,29,18,01:31.8,,
2324,245,69,18,24,19,01:31.9,,
2325,245,92,30,16,20,01:32.8,,
2326,245,85,30,17,21,01:32.9,,
2327,245,89,29,10,22,01:33.0,,
2328,245,90,28,22,23,01:34.0,,
2329,245,64,28,21,24,01:35.0,,
2330,246,71,3,5,1,01:17.2,,
2331,246,30,22,1,2,01:17.5,,
2332,246,14,3,6,3,01:17.9,,
2333,246,55,6,27,4,01:18.8,,
2334,246,22,17,14,5,01:18.8,,
2335,246,44,27,26,6,01:19.0,,
2336,246,77,6,28,7,01:19.1,,
2337,246,57,1,8,8,01:19.2,,
2338,246,84,27,25,9,01:19.4,,
2339,246,65,22,2,10,01:19.6,,
2340,246,56,17,15,11,01:19.8,,
2341,246,49,15,30,12,01:20.3,,
2342,246,87,1,7,13,01:20.5,,
2343,246,63,25,4,14,01:20.8,,
2344,246,96,15,29,15,01:20.9,,
2345,246,81,29,9,16,01:21.1,,
2346,246,69,18,24,17,01:21.3,,
2347,246,89,29,10,18,01:21.9,,
2348,246,79,25,3,19,01:21.9,,
2349,246,94,18,23,20,01:22.1,,
2350,246,85,30,17,21,01:23.5,,
2351,246,92,30,16,22,01:23.6,,
2352,246,64,28,21,23,01:24.2,,
2353,246,90,28,22,24,01:24.9,,
2354,247,71,3,5,1,01:28.1,,
2355,247,30,22,1,2,01:28.4,,
2356,247,14,3,6,3,01:28.9,,
2357,247,77,6,28,4,01:29.7,,
2358,247,65,22,2,5,01:29.9,,
2359,247,55,6,27,6,01:29.9,,
2360,247,56,17,15,7,01:30.1,,
2361,247,57,1,8,8,01:30.1,,
2362,247,22,17,14,9,01:30.4,,
2363,247,87,1,7,10,01:30.5,,
2364,247,84,27,25,11,01:30.9,,
2365,247,49,15,30,12,01:31.6,,
2366,247,44,27,26,13,01:31.8,,
2367,247,79,25,3,14,01:32.1,,
2368,247,94,18,23,15,01:32.3,,
2369,247,96,15,29,16,01:33.2,,
2370,247,97,29,9,17,01:34.2,,
2371,247,69,18,24,18,01:34.6,,
2372,247,89,29,10,19,01:35.3,,
2373,247,64,28,21,20,01:36.0,,
2374,247,92,30,16,21,01:36.1,,
2375,247,90,28,22,22,01:36.7,,
2376,247,63,25,3,23,01:48.6,,
2377,247,85,30,17,24,01:52.4,,
2378,248,71,3,5,1,01:44.4,,
2379,248,30,22,1,2,01:44.5,,
2380,248,14,3,6,3,01:44.5,,
2381,248,77,6,28,4,01:45.6,,
2382,248,22,17,14,5,01:45.8,,
2383,248,56,17,15,6,01:45.8,,
2384,248,57,1,8,7,01:45.8,,
2385,248,87,1,7,8,01:46.2,,
2386,248,65,22,2,9,01:46.3,,
2387,248,55,6,27,10,01:46.4,,
2388,248,49,15,30,11,01:46.8,,
2389,248,44,27,26,12,01:47.4,,
2390,248,63,25,4,13,01:47.5,,
2391,248,96,15,29,14,01:47.6,,
2392,248,97,29,9,15,01:48.1,,
2393,248,69,18,24,16,01:49.3,,
2394,248,79,25,3,17,01:49.4,,
2395,248,88,27,25,18,01:49.7,,
2396,248,89,29,10,19,01:49.9,,
2397,248,94,18,23,20,01:50.0,,
2398,248,64,28,21,21,01:53.0,,
2399,248,90,28,22,22,01:53.4,,
2400,248,85,30,17,23,01:53.5,,
2401,248,86,30,16,24,01:54.6,,
2402,249,71,3,5,1,01:17.0,,
2403,249,14,3,6,2,01:17.4,,
2404,249,30,22,1,3,01:17.6,,
2405,249,77,6,28,4,01:18.1,,
2406,249,57,1,8,5,01:18.4,,
2407,249,55,6,27,6,01:19.0,,
2408,249,56,17,15,7,01:19.5,,
2409,249,84,27,25,8,01:19.7,,
2410,249,65,22,2,9,01:20.1,,
2411,249,44,27,26,10,01:20.2,,
2412,249,49,15,30,11,01:20.4,,
2413,249,69,18,24,12,01:20.5,,
2414,249,87,1,7,13,01:20.6,,
2415,249,22,17,14,14,01:20.9,,
2416,249,83,18,23,15,01:21.2,,
2417,249,63,25,4,16,01:21.6,,
2418,249,79,25,3,17,01:21.7,,
2419,249,89,29,10,18,01:22.1,,
2420,249,96,15,29,19,01:22.2,,
2421,249,97,29,9,20,01:23.3,,
2422,249,90,28,22,21,01:24.4,,
2423,249,85,30,17,22,01:24.4,,
2424,249,64,28,21,23,01:24.7,,
2425,249,86,30,16,24,01:26.6,,
2426,250,77,6,28,1,01:54.4,,
2427,250,55,6,27,2,01:54.6,,
2428,250,57,1,8,3,01:55.4,,
2429,250,65,22,2,4,01:56.1,,
2430,250,14,3,6,5,01:56.3,,
2431,250,87,1,7,6,01:56.6,,
2432,250,56,17,15,7,01:57.0,,
2433,250,71,3,5,8,01:57.8,,
2434,250,44,27,26,9,01:58.0,,
2435,250,49,15,30,10,01:58.1,,
2436,250,63,25,4,11,01:58.2,,
2437,250,22,17,14,12,01:58.3,,
2438,250,84,27,26,13,01:58.3,,
2439,250,96,15,29,14,01:58.4,,
2440,250,79,25,3,15,01:58.6,,
2441,250,30,22,1,16,01:59.1,,
2442,250,83,18,23,17,01:59.3,,
2443,250,89,29,10,18,02:01.0,,
2444,250,69,18,24,19,02:01.0,,
2445,250,97,29,9,20,02:01.7,,
2446,250,85,30,17,21,02:02.4,,
2447,250,90,28,22,22,02:03.8,,
2448,250,86,30,16,23,02:06.4,,
2449,250,64,28,21,24,02:09.5,,
2450,251,14,3,6,1,01:24.5,,
2451,251,30,22,1,2,01:25.0,,
2452,251,77,6,28,3,01:25.4,,
2453,251,71,3,5,4,01:25.7,,
2454,251,55,6,27,5,01:25.7,,
2455,251,22,17,14,6,01:25.9,,
2456,251,57,1,8,7,01:25.9,,
2457,251,65,22,2,8,01:26.4,,
2458,251,87,1,7,9,01:26.5,,
2459,251,49,15,30,10,01:26.5,,
2460,251,84,27,26,11,01:27.1,,
2461,251,56,17,15,12,01:27.3,,
2462,251,44,27,26,13,01:27.4,,
2463,251,96,15,29,14,01:28.7,,
2464,251,97,29,9,15,01:28.9,,
2465,251,63,25,4,16,01:29.0,,
2466,251,79,25,3,17,01:29.3,,
2467,251,69,18,24,18,01:29.6,,
2468,251,83,18,23,19,01:29.9,,
2469,251,89,29,10,20,01:30.5,,
2470,251,85,30,17,21,01:30.7,,
2471,251,90,28,22,22,01:30.8,,
2472,251,64,28,21,23,01:32.1,,
2473,251,86,30,16,24,01:32.5,,
2474,252,14,3,6,1,01:20.5,,
2475,252,71,3,5,2,01:20.9,,
2476,252,30,22,1,3,01:21.3,,
2477,252,77,6,28,4,01:22.0,,
2478,252,49,15,30,5,01:22.2,,
2479,252,65,22,2,6,01:22.3,,
2480,252,55,6,27,7,01:22.4,,
2481,252,22,17,14,8,01:22.5,,
2482,252,84,27,25,9,01:22.6,,
2483,252,56,17,15,10,01:22.8,,
2484,252,44,27,26,11,01:22.9,,
2485,252,87,1,7,12,01:22.9,,
2486,252,57,1,8,13,01:23.1,,
2487,252,96,15,29,14,01:23.9,,
2488,252,63,25,4,15,01:23.9,,
2489,252,79,25,3,16,01:24.3,,
2490,252,83,18,23,17,01:24.7,,
2491,252,69,18,24,18,01:24.8,,
2492,252,89,29,10,19,01:24.9,,
2493,252,97,29,9,20,01:25.2,,
2494,252,85,30,17,21,01:26.2,,
2495,252,64,28,21,22,01:27.3,,
2496,252,90,28,22,23,01:27.5,,
2497,252,98,30,16,24,01:32.8,,
2498,253,14,3,6,1,01:18.7,,
2499,253,71,3,5,2,01:19.0,,
2500,253,30,22,1,3,01:19.1,,
2501,253,77,6,28,4,01:19.8,,
2502,253,56,17,15,5,01:20.5,,
2503,253,55,6,27,6,01:20.5,,
2504,253,65,22,2,7,01:20.7,,
2505,253,49,15,30,8,01:20.7,,
2506,253,57,1,8,9,01:20.9,,
2507,253,87,1,7,10,01:20.9,,
2508,253,22,17,14,11,01:21.2,,
2509,253,84,27,25,12,01:21.5,,
2510,253,96,15,29,13,01:22.1,,
2511,253,44,27,26,14,01:22.1,,
2512,253,63,25,4,15,01:23.1,,
2513,253,83,18,23,16,01:23.3,,
2514,253,97,29,9,17,01:23.7,,
2515,253,69,18,24,18,01:23.8,,
2516,253,99,25,3,19,01:24.3,,
2517,253,85,30,17,20,01:24.7,,
2518,253,89,29,10,21,01:24.9,,
2519,253,64,28,21,22,01:25.2,,
2520,253,90,28,22,23,01:26.1,,
2521,253,98,30,16,24,01:27.9,,
2522,254,14,3,6,1,01:14.0,,
2523,254,71,3,5,2,01:14.2,,
2524,254,30,22,1,3,01:14.3,,
2525,254,55,6,27,4,01:14.9,,
2526,254,77,6,28,5,01:15.0,,
2527,254,56,17,15,6,01:15.4,,
2528,254,65,22,2,7,01:15.6,,
2529,254,49,15,30,8,01:15.6,,
2530,254,44,27,26,9,01:15.6,,
2531,254,87,1,7,10,01:15.7,,
2532,254,22,17,14,11,01:15.8,,
2533,254,76,1,8,12,01:16.3,,
2534,254,88,27,25,13,01:16.5,,
2535,254,83,18,23,14,01:16.6,,
2536,254,96,15,29,15,01:16.6,,
2537,254,69,18,24,16,01:16.9,,
2538,254,79,25,3,17,01:17.0,,
2539,254,63,25,4,18,01:17.2,,
2540,254,81,29,9,19,01:18.1,,
2541,254,89,29,10,20,01:18.2,,
2542,254,64,28,21,21,01:19.6,,
2543,254,90,28,22,22,01:19.7,,
2544,254,85,30,17,23,01:20.1,,
2545,254,92,30,16,24,01:21.4,,
2546,255,30,22,1,1,01:38.0,,
2547,255,55,6,27,2,01:38.9,,
2548,255,57,1,8,3,01:39.0,,
2549,255,71,3,5,4,01:39.0,,
2550,255,77,6,28,5,01:39.0,,
2551,255,14,3,6,6,01:39.2,,
2552,255,56,17,15,7,01:39.6,,
2553,255,49,15,30,8,01:40.0,,
2554,255,65,22,2,9,01:40.3,,
2555,255,22,17,14,10,01:40.4,,
2556,255,44,27,26,11,01:40.8,,
2557,255,63,25,4,12,01:41.4,,
2558,255,88,27,25,13,01:41.6,,
2559,255,79,25,3,14,01:42.0,,
2560,255,81,29,9,15,01:42.1,,
2561,255,91,15,29,16,01:42.9,,
2562,255,83,18,23,17,01:43.1,,
2563,255,69,18,24,18,01:43.5,,
2564,255,89,29,10,19,01:44.1,,
2565,255,85,30,17,20,01:46.1,,
2566,255,64,28,21,21,01:46.7,,
2567,255,90,28,22,22,01:48.3,,
2568,255,92,30,16,23,01:48.3,,
2569,255,87,1,7,24,16:42.6,,
2570,256,71,3,5,1,,,
2571,256,14,3,6,2,,,
2572,256,30,22,1,3,,,
2573,256,77,6,28,4,,,
2574,256,55,6,27,5,,,
2575,256,49,15,30,6,,,
2576,256,22,17,14,7,,,
2577,256,65,22,2,8,,,
2578,256,56,17,15,9,,,
2579,256,87,1,7,10,,,
2580,256,84,27,25,11,,,
2581,256,44,27,26,12,,,
2582,256,81,29,9,13,,,
2583,256,63,25,4,14,,,
2584,256,69,18,24,15,,,
2585,256,79,25,3,16,,,
2586,256,83,18,23,17,,,
2587,256,91,15,29,18,,,
2588,256,89,29,10,19,,,
2589,256,90,28,22,20,,,
2590,256,64,28,21,21,,,
2591,256,85,30,16,22,,,
2592,256,92,30,16,23,,,
2593,256,57,1,8,24,,,
2594,257,102,3,2,1,01:16.0,,
2595,257,30,22,5,2,01:16.3,,
2596,257,55,6,27,3,01:17.4,,
2597,257,71,3,0,4,01:17.6,,
2598,257,49,15,30,5,01:17.8,,
2599,257,81,29,10,6,01:17.9,,
2600,257,91,15,29,7,01:17.9,,
2601,257,57,1,7,8,01:18.1,,
2602,257,50,22,6,9,01:18.2,,
2603,257,79,25,3,10,01:18.2,,
2604,257,104,29,9,11,01:18.2,,
2605,257,87,25,4,12,01:18.2,,
2606,257,100,33,20,13,01:18.3,,
2607,257,22,17,14,14,01:18.4,,
2608,257,94,18,23,15,01:18.7,,
2609,257,56,17,15,16,01:18.8,,
2610,257,77,6,28,17,01:18.9,,
2611,257,84,1,8,18,01:18.9,,
2612,257,44,27,26,19,01:19.3,,
2613,257,103,27,25,20,01:19.4,,
2614,257,65,32,12,21,01:19.5,,
2615,257,105,18,24,22,01:19.5,,
2616,257,106,33,19,23,01:19.5,,
2617,257,83,32,11,24,01:20.0,,
2618,257,92,30,34,25,01:20.7,,
2619,257,101,31,31,26,01:21.2,,
2620,258,102,3,2,1,01:10.2,,
2621,258,30,22,5,2,01:10.4,,
2622,258,71,3,0,3,01:10.8,,
2623,258,57,1,7,4,01:11.7,,
2624,258,77,6,28,5,01:11.7,,
2625,258,84,1,8,6,01:12.4,,
2626,258,78,6,27,7,01:12.4,,
2627,258,22,17,14,8,01:12.4,,
2628,258,104,29,9,9,01:12.4,,
2629,258,50,22,6,10,01:12.6,,
2630,258,49,15,30,11,01:12.7,,
2631,258,87,25,4,12,01:12.8,,
2632,258,81,29,10,13,01:12.9,,
2633,258,79,25,3,14,01:13.0,,
2634,258,105,18,24,15,01:13.0,,
2635,258,100,33,20,16,01:13.1,,
2636,258,94,18,23,17,01:13.5,,
2637,258,103,27,25,18,01:13.6,,
2638,258,91,15,29,19,01:13.9,,
2639,258,88,17,15,20,01:13.9,,
2640,258,106,33,19,21,01:14.1,,
2641,258,44,27,26,22,01:14.1,,
2642,258,65,32,12,23,01:14.4,,
2643,258,83,32,11,24,01:14.7,,
2644,258,101,31,31,25,01:14.7,,
2645,258,107,31,32,26,01:16.5,,
2646,259,102,3,2,1,01:21.5,,
2647,259,30,22,5,2,01:21.9,,
2648,259,77,6,28,3,01:22.1,,
2649,259,71,3,0,4,01:22.2,,
2650,259,109,22,6,5,01:22.7,,
2651,259,78,6,27,6,01:22.8,,
2652,259,49,15,30,7,01:23.1,,
2653,259,57,1,7,8,01:23.1,,
2654,259,79,25,3,9,01:23.3,,
2655,259,91,15,29,10,01:23.3,,
2656,259,81,29,10,11,01:23.7,,
2657,259,87,25,4,12,01:23.7,,
2658,259,84,1,8,13,01:23.9,,
2659,259,94,18,23,14,01:24.1,,
2660,259,105,18,24,15,01:24.3,,
2661,259,104,29,9,16,01:24.5,,
2662,259,103,27,25,17,01:24.7,,
2663,259,100,33,20,18,01:24.9,,
2664,259,44,27,26,19,01:25.0,,
2665,259,65,32,12,20,01:25.1,,
2666,259,110,17,15,21,01:25.2,,
2667,259,83,32,11,22,01:25.3,,
2668,259,106,33,19,23,01:26.0,,
2669,259,101,31,31,24,01:26.8,,
2670,259,92,30,34,25,01:27.1,,
2671,259,107,31,32,26,01:27.6,,
2672,259,108,30,33,27,01:27.9,,
2673,259,22,17,14,28,,,
2674,261,30,22,5,1,01:21.9,,
2675,261,71,3,0,2,01:22.6,,
2676,261,57,1,7,3,01:22.7,,
2677,261,109,22,6,4,01:23.0,,
2678,261,22,17,14,5,01:23.6,,
2679,261,55,6,27,6,01:23.7,,
2680,261,77,6,28,7,01:23.7,,
2681,261,84,1,8,8,01:23.8,,
2682,261,14,3,2,9,01:23.8,,
2683,261,79,25,3,10,01:24.0,,
2684,261,87,25,4,11,01:24.0,,
2685,261,49,15,30,12,01:24.3,,
2686,261,56,17,15,13,01:24.9,,
2687,261,105,18,24,14,01:25.0,,
2688,261,81,29,10,15,01:25.0,,
2689,261,100,33,20,16,01:25.1,,
2690,261,106,33,19,17,01:25.2,,
2691,261,94,18,23,18,01:25.2,,
2692,261,44,27,26,19,01:25.6,,
2693,261,103,27,25,20,01:25.8,,
2694,261,104,29,9,21,01:26.1,,
